-4.0, -2.0, -8.0, 3.0, 5.0, -3.0, -7.0, -10.0
0.0, -1.0, 2.0, 2.0, 5.0, 2.0, 7.0, -12.0
1.0, 0.0, 3.0, 24.0, -12.0, -7.0, -21.0, -26.0
-2.0, -1.0, -6.0, -58.0, 15.0, 0.0, 16.0, -5.0
2.0, 0.0, 5.0, -37.0, -33.0, 3.0, 2.0, -15.0
-2.0, 0.0, -16.0, 69.0, -8.0, -24.0, -11.0, -13.0
0.0, -1.0, 7.0, -14.0, 16.0, 6.0, 14.0, -7.0
-1.0, -3.0, -9.0, 5.0, -22.0, 29.0, -15.0, -21.0
0.0, 0.0, -14.0, -86.0, 5.0, 0.0, -13.0, -21.0
-1.0, 0.0, 6.0, 70.0, 20.0, -11.0, 12.0, -13.0
0.0, -1.0, 49.0, 25.0, -29.0, -14.0, -15.0, -20.0
-5.0, -7.0, -49.0, -54.0, -1.0, -8.0, -3.0, -17.0
1.0, 2.0, 5.0, 68.0, 12.0, 7.0, 4.0, -9.0
0.0, 0.0, 27.0, -22.0, -5.0, 2.0, -6.0, -14.0
-2.0, -5.0, -58.0, -17.0, 14.0, 17.0, -8.0, -20.0
4.0, 3.0, 33.0, 13.0, -5.0, -8.0, 4.0, -14.0
-1.0, -1.0, -17.0, 20.0, 1.0, 4.0, -13.0, -20.0
-1.0, 2.0, 9.0, -16.0, -2.0, 0.0, 1.0, -11.0
-1.0, -2.0, -6.0, -35.0, 11.0, 0.0, 9.0, -9.0
-2.0, -1.0, 19.0, 34.0, -11.0, -4.0, -4.0, -9.0
2.0, 2.0, -1.0, -12.0, -4.0, -6.0, 4.0, -19.0
0.0, 2.0, -5.0, 4.0, -4.0, 8.0, 4.0, -8.0
-1.0, -4.0, 1.0, -3.0, 12.0, 0.0, -12.0, -15.0
-1.0, -1.0, 10.0, -43.0, -13.0, -3.0, 2.0, -14.0
-2.0, -2.0, -31.0, -17.0, -1.0, 0.0, 0.0, -22.0
0.0, -1.0, 12.0, 58.0, 4.0, -1.0, -1.0, -9.0
3.0, 1.0, 17.0, -3.0, -15.0, -21.0, 2.0, -9.0
-3.0, 2.0, -2.0, 20.0, 16.0, 17.0, -5.0, -12.0
6.0, 3.0, -12.0, 3.0, 3.0, -26.0, 8.0, -7.0
-3.0, -6.0, -7.0, -29.0, -21.0, 19.0, -2.0, -19.0
-3.0, -6.0, 13.0, -36.0, -12.0, -4.0, -3.0, -18.0
0.0, 2.0, 8.0, 45.0, 15.0, -27.0, -38.0, -40.0
-3.0, -1.0, -15.0, 20.0, -7.0, 7.0, 10.0, 1.0
-3.0, 3.0, 13.0, 21.0, 14.0, 0.0, 1.0, -9.0
1.0, 3.0, 7.0, 39.0, 17.0, 14.0, -1.0, -13.0
7.0, -2.0, -12.0, -101.0, -57.0, -41.0, -14.0, -24.0
-1.0, 0.0, 9.0, 46.0, 26.0, 54.0, 7.0, -5.0
3.0, 1.0, 9.0, 3.0, 0.0, -3.0, 3.0, -21.0
-3.0, -2.0, -23.0, -7.0, 8.0, 9.0, -4.0, -12.0
-1.0, 2.0, -3.0, 32.0, 13.0, 4.0, -4.0, -9.0
-5.0, -5.0, -3.0, -12.0, -15.0, -7.0, 7.0, -5.0
1.0, 2.0, 9.0, 26.0, 4.0, -2.0, 12.0, -8.0
1.0, -1.0, 11.0, -39.0, 3.0, -7.0, -11.0, -25.0
-5.0, -3.0, -16.0, -18.0, -7.0, -14.0, 5.0, -7.0
3.0, 2.0, 21.0, -7.0, 5.0, 16.0, 5.0, -14.0
-4.0, -4.0, -37.0, -74.0, -1.0, 1.0, -11.0, -20.0
