-3.0, -2.0, -23.0, -1.0, 4.0, -55.0, 60.0, 25.0
-5.0, -3.0, 34.0, -3.0, 28.0, 15.0, -17.0, -22.0
10.0, 5.0, -26.0, 6.0, 14.0, 20.0, 1.0, -20.0
0.0, -9.0, -10.0, 1.0, 40.0, -16.0, -23.0, -26.0
0.0, -1.0, -19.0, 0.0, 19.0, -33.0, -9.0, -28.0
-3.0, 16.0, 14.0, -1.0, 21.0, 12.0, 21.0, 9.0
0.0, 5.0, 6.0, -2.0, -80.0, 35.0, 6.0, -14.0
-3.0, -8.0, -2.0, 13.0, 48.0, -13.0, -11.0, -25.0
-2.0, -9.0, 32.0, -20.0, -90.0, 72.0, -6.0, -21.0
3.0, 17.0, -35.0, -8.0, 64.0, 25.0, 3.0, -15.0
-4.0, -6.0, -5.0, 3.0, -99.0, -69.0, 2.0, -16.0
3.0, 8.0, 27.0, -3.0, -12.0, -18.0, 2.0, -6.0
-5.0, -8.0, -44.0, -3.0, 47.0, 11.0, -18.0, -19.0
-1.0, -8.0, 72.0, 10.0, 44.0, 44.0, 35.0, 8.0
-1.0, -9.0, -39.0, 14.0, 59.0, 19.0, -8.0, -12.0
-1.0, -9.0, -26.0, 5.0, -23.0, -31.0, -17.0, -28.0
9.0, 36.0, 85.0, 6.0, -23.0, 56.0, -13.0, -23.0
-6.0, -34.0, -58.0, 7.0, 12.0, 41.0, -30.0, -25.0
2.0, 30.0, 47.0, -33.0, 51.0, 83.0, 49.0, 25.0
-2.0, -6.0, -13.0, 5.0, -11.0, -34.0, 1.0, -10.0
-3.0, -9.0, -14.0, -21.0, 21.0, -51.0, -30.0, -37.0
-4.0, -4.0, -8.0, 3.0, -29.0, 76.0, 0.0, -22.0
-7.0, -23.0, -7.0, 14.0, -15.0, -90.0, -2.0, -14.0
-1.0, -2.0, -13.0, -3.0, -74.0, 46.0, -12.0, -22.0
7.0, 0.0, -28.0, 0.0, 56.0, 24.0, -4.0, -22.0
2.0, 4.0, 17.0, 15.0, 45.0, 4.0, -16.0, -27.0
-7.0, -13.0, -19.0, -2.0, -15.0, -24.0, 14.0, -12.0
-4.0, 18.0, 14.0, -15.0, -28.0, -29.0, -6.0, -24.0
-7.0, -12.0, -9.0, -10.0, 37.0, -24.0, -20.0, -21.0
2.0, -15.0, -19.0, -9.0, -79.0, 23.0, 30.0, 6.0
3.0, 8.0, 19.0, 15.0, 5.0, -30.0, -6.0, -20.0
7.0, 12.0, -14.0, -5.0, -28.0, 0.0, 12.0, -3.0
-5.0, -7.0, 22.0, 15.0, 14.0, -40.0, 26.0, -1.0
0.0, -8.0, -16.0, 1.0, 22.0, 38.0, -17.0, -27.0
